policy_id,gender,living_status,age,safty_rating,high_education_ind
policy_2215,M,rent,49,76,FALSE
policy_2216,M,rent,53,60,FALSE
policy_2216,M,rent,53,76,TRUE
policy_2216,M,dependent,19,71,FALSE
policy_2216,F,dependent,17,64,FALSE
policy_2216,F,dependent,22,25,FALSE
policy_2218,M,own,41,78,TRUE
policy_2218,M,dependent,18,58,FALSE
policy_2218,F,dependent,18,23,FALSE
policy_2220,F,own,59,85,TRUE
policy_2221,M,own,47,83,FALSE
policy_2221,M,dependent,21,29,FALSE
policy_2223,M,own,51,79,FALSE
policy_2223,M,dependent,18,71,FALSE
policy_2223,M,dependent,17,64,FALSE
policy_2223,M,dependent,19,60,FALSE
policy_2224,M,rent,51,82,FALSE
policy_2226,M,own,61,70,TRUE
policy_2228,M,rent,38,74,FALSE
policy_2228,M,dependent,17,77,FALSE
policy_2229,M,own,46,56,FALSE
policy_2230,M,rent,48,74,TRUE
policy_2230,F,rent,68,85,TRUE
policy_2230,M,dependent,19,72,FALSE
policy_2232,M,own,84,85,FALSE
policy_2232,F,dependent,17,81,FALSE
policy_2234,M,rent,41,79,FALSE
policy_2234,M,rent,48,78,TRUE
policy_2238,F,own,52,87,TRUE
policy_2240,F,rent,45,51,TRUE
policy_2241,F,dependent,20,53,FALSE
policy_2242,M,own,57,89,TRUE
policy_2244,M,rent,42,54,FALSE
policy_2244,M,rent,59,86,FALSE
policy_2245,F,rent,49,81,TRUE
policy_2248,M,own,36,92,TRUE
policy_2248,F,own,49,86,FALSE
policy_2248,M,dependent,17,33,FALSE
policy_2249,M,rent,48,65,FALSE
policy_2249,M,dependent,17,58,FALSE
policy_2252,M,own,62,62,TRUE
policy_2252,M,own,35,77,TRUE
policy_2253,M,rent,52,87,FALSE
policy_2255,M,own,44,88,FALSE
policy_2255,M,own,56,68,FALSE
policy_2256,M,rent,44,75,TRUE
policy_2256,F,rent,62,81,TRUE
policy_2257,F,own,44,70,FALSE
policy_2257,F,own,53,68,TRUE
policy_2257,F,dependent,18,71,FALSE
policy_2258,M,own,63,79,TRUE
policy_2260,M,own,57,99,TRUE
policy_2260,F,dependent,17,51,FALSE
policy_2261,F,rent,62,73,TRUE
policy_2261,M,rent,57,72,TRUE
policy_2261,M,dependent,17,44,FALSE
policy_2262,M,own,43,81,FALSE
policy_2265,F,own,43,71,FALSE
policy_2269,F,own,31,88,FALSE
policy_2269,M,own,70,76,TRUE
policy_2272,M,rent,54,91,FALSE
policy_2272,F,rent,49,83,FALSE
policy_2274,M,rent,38,83,FALSE
policy_2276,M,rent,38,93,TRUE
policy_2277,M,own,53,65,TRUE
policy_2277,F,own,53,77,FALSE
policy_2279,M,rent,53,75,TRUE
policy_2280,F,rent,54,82,FALSE
policy_2283,M,own,35,87,FALSE
policy_2283,F,own,59,41,FALSE
policy_2283,F,dependent,21,12,TRUE
policy_2283,M,dependent,18,54,FALSE
policy_2284,M,own,53,75,FALSE
policy_2284,F,dependent,20,75,FALSE
policy_2284,F,dependent,19,78,FALSE
policy_2285,F,rent,32,87,TRUE
policy_2285,F,rent,56,61,TRUE
policy_2285,F,dependent,17,69,FALSE
policy_2288,M,rent,65,74,FALSE
policy_2288,F,rent,64,72,TRUE
policy_2290,F,own,47,93,TRUE
policy_2290,M,dependent,20,66,FALSE
policy_2290,F,dependent,19,90,FALSE
policy_2292,M,rent,48,59,TRUE
policy_2292,F,rent,30,66,NA
policy_2293,M,rent,51,70,TRUE
policy_2299,M,own,41,64,TRUE
policy_2299,M,own,66,64,TRUE
policy_2301,M,rent,39,87,TRUE
policy_2302,M,rent,49,75,TRUE
policy_2302,F,dependent,20,11,FALSE
policy_2303,M,own,42,86,TRUE
policy_2303,F,dependent,19,71,FALSE
policy_2303,M,dependent,17,61,FALSE
policy_2305,M,own,56,84,FALSE
policy_2306,M,rent,36,66,TRUE
policy_2306,F,rent,52,93,TRUE
policy_2306,M,dependent,19,57,FALSE
policy_2308,F,own,32,57,TRUE
policy_2310,M,rent,57,84,TRUE
policy_2310,F,rent,49,54,FALSE
policy_2310,M,dependent,16,80,FALSE
policy_2311,F,own,31,65,TRUE
policy_2311,M,own,55,73,TRUE
policy_2311,F,dependent,17,78,FALSE
policy_2314,M,own,47,61,FALSE
policy_2314,F,own,34,86,NA
policy_2314,M,dependent,17,59,FALSE
policy_2317,M,rent,48,96,TRUE
policy_2318,F,dependent,17,89,FALSE
policy_2320,M,rent,61,85,TRUE
policy_2321,M,rent,54,88,TRUE
policy_2325,F,rent,58,57,FALSE
policy_2326,F,own,62,88,TRUE
policy_2326,F,own,64,76,FALSE
policy_2328,F,rent,49,89,FALSE
policy_2332,M,own,33,64,TRUE
policy_2332,F,dependent,18,65,FALSE
policy_2333,F,own,38,62,TRUE
policy_2333,F,own,57,76,TRUE
policy_2333,M,dependent,18,57,FALSE
policy_2335,F,rent,66,80,TRUE
policy_2335,M,rent,53,54,TRUE
policy_2335,F,dependent,16,63,FALSE
policy_2335,M,dependent,16,56,FALSE
policy_2336,M,own,59,81,TRUE
policy_2336,F,dependent,17,74,FALSE
policy_2341,M,rent,46,87,TRUE
policy_2342,F,rent,33,89,TRUE
policy_2342,F,rent,35,89,TRUE
policy_2342,M,dependent,17,72,FALSE
policy_2343,F,own,54,40,TRUE
policy_2343,F,dependent,19,68,FALSE
policy_2343,M,dependent,18,60,FALSE
policy_2348,M,own,52,85,TRUE
policy_2352,F,own,47,81,FALSE
policy_2353,F,own,58,72,FALSE
policy_2353,M,dependent,19,45,FALSE
policy_2353,F,dependent,17,68,FALSE
policy_2354,M,own,54,75,FALSE
policy_2356,F,own,55,58,FALSE
policy_2356,M,dependent,18,68,FALSE
policy_2356,F,dependent,17,82,FALSE
policy_2359,M,own,60,71,FALSE
policy_2359,F,own,54,94,TRUE
policy_2361,M,rent,56,71,TRUE
policy_2361,F,dependent,17,80,FALSE
policy_2361,F,dependent,17,40,FALSE
policy_2361,F,dependent,20,67,FALSE
policy_2361,F,dependent,18,70,FALSE
policy_2362,M,rent,47,83,TRUE
policy_2363,M,own,51,82,FALSE
policy_2363,F,own,58,68,TRUE
policy_2363,M,dependent,18,71,FALSE
policy_2363,M,dependent,17,88,FALSE
policy_2363,F,dependent,23,75,TRUE
policy_2364,F,own,44,43,TRUE
policy_2364,M,own,40,74,FALSE
policy_2364,M,dependent,17,72,FALSE
policy_2365,F,rent,45,96,TRUE
policy_2366,M,rent,44,63,FALSE
policy_2366,F,rent,52,71,TRUE
policy_2366,F,dependent,19,53,FALSE
policy_2366,M,dependent,18,58,FALSE
policy_2367,F,own,64,80,FALSE
policy_2369,F,rent,32,61,TRUE
policy_2371,M,own,45,76,FALSE
policy_2372,M,rent,103,83,TRUE
policy_2372,M,rent,57,91,FALSE
policy_2377,F,rent,42,67,TRUE
policy_2378,M,rent,68,72,TRUE
policy_2379,M,rent,58,84,TRUE
policy_2379,M,rent,88,85,TRUE
policy_2380,M,own,36,54,FALSE
policy_2381,M,own,56,94,TRUE
policy_2381,F,dependent,19,59,FALSE
policy_2381,F,dependent,19,81,FALSE
policy_2382,F,rent,55,95,TRUE
policy_2384,M,own,29,72,FALSE
policy_2384,F,own,65,43,TRUE
policy_2385,M,rent,61,71,FALSE
policy_2385,F,rent,40,88,FALSE
policy_2385,M,dependent,22,81,FALSE
policy_2387,M,own,52,72,FALSE
policy_2387,F,dependent,18,77,FALSE
policy_2387,F,dependent,17,50,FALSE
policy_2388,M,own,63,58,TRUE
policy_2388,F,own,36,70,TRUE
policy_2388,F,dependent,19,56,FALSE
policy_2391,M,rent,52,62,TRUE
policy_2392,F,rent,66,57,TRUE
policy_2396,F,rent,41,71,FALSE
policy_2397,F,own,55,73,TRUE
policy_2399,F,own,41,41,TRUE
policy_2399,F,own,37,84,TRUE
policy_2399,F,dependent,19,76,FALSE
policy_2399,M,dependent,17,72,FALSE
policy_2402,F,own,53,56,FALSE
policy_2404,F,own,64,72,TRUE
policy_2404,F,own,41,90,TRUE
policy_2404,M,dependent,18,81,FALSE
policy_2404,F,dependent,16,68,FALSE
policy_2404,F,dependent,18,28,FALSE
policy_2405,M,own,47,67,FALSE
policy_2405,F,dependent,17,31,FALSE
policy_2406,M,rent,57,38,FALSE
policy_2407,F,rent,55,55,TRUE
policy_2409,F,rent,47,88,TRUE
policy_2412,M,own,74,75,TRUE
policy_2412,F,own,40,62,FALSE
policy_2414,F,own,43,69,FALSE
policy_2415,M,own,52,82,TRUE
policy_2417,M,rent,28,59,TRUE
policy_2421,M,own,46,88,TRUE
policy_2421,F,dependent,18,79,FALSE
policy_2421,M,dependent,19,48,FALSE
policy_2421,F,dependent,17,58,FALSE
policy_2424,M,rent,48,49,TRUE
policy_2427,F,rent,43,53,FALSE
policy_2427,M,rent,45,68,TRUE
policy_2429,M,own,50,72,TRUE
policy_2429,F,own,42,80,TRUE
policy_2429,M,dependent,17,47,FALSE
policy_2430,F,own,33,73,TRUE
policy_2430,M,own,49,89,TRUE
policy_2430,F,dependent,17,51,FALSE
policy_2433,M,rent,59,18,TRUE
policy_2433,F,rent,60,83,TRUE
policy_2434,F,own,91,86,TRUE
policy_2434,F,own,56,74,TRUE
policy_2434,F,dependent,19,82,FALSE
policy_2438,M,rent,36,84,FALSE
policy_2438,F,rent,52,77,TRUE
policy_2440,M,rent,41,92,TRUE
policy_2440,F,rent,45,62,TRUE
policy_2440,M,dependent,19,52,FALSE
policy_2440,F,dependent,17,70,FALSE
policy_2440,F,dependent,19,46,FALSE
policy_2441,M,rent,34,78,TRUE
policy_2442,F,own,46,78,FALSE
policy_2442,F,own,57,80,TRUE
policy_2443,M,own,55,93,TRUE
policy_2445,F,own,42,87,FALSE
policy_2445,F,dependent,17,70,FALSE
policy_2445,M,dependent,18,55,FALSE
policy_2446,F,rent,53,83,TRUE
policy_2450,M,rent,51,82,FALSE
policy_2450,F,dependent,19,59,FALSE
policy_2450,F,dependent,19,29,FALSE
policy_2450,M,dependent,17,73,FALSE
policy_2450,M,dependent,16,7,FALSE
policy_2457,F,rent,39,78,TRUE
policy_2458,F,rent,41,78,TRUE
policy_2458,M,rent,56,96,FALSE
policy_2461,M,own,47,87,FALSE
policy_2461,F,dependent,20,17,FALSE
policy_2461,M,dependent,18,64,FALSE
policy_2463,F,own,46,68,TRUE
policy_2463,M,own,62,96,FALSE
policy_2463,M,dependent,18,39,FALSE
policy_2464,F,own,58,73,TRUE
policy_2465,F,own,42,16,TRUE
policy_2465,F,own,63,75,FALSE
policy_2465,F,dependent,17,78,FALSE
policy_2467,M,own,44,76,TRUE
policy_2467,F,dependent,18,87,FALSE
policy_2467,M,dependent,17,69,FALSE
policy_2476,M,own,53,76,TRUE
policy_2476,F,dependent,19,53,FALSE
policy_2476,M,dependent,18,68,FALSE
policy_2478,M,own,44,86,TRUE
policy_2478,F,dependent,16,42,FALSE
policy_2478,F,dependent,17,68,FALSE
policy_2480,F,own,40,44,FALSE
policy_2480,F,dependent,18,81,FALSE
policy_2480,M,dependent,17,44,FALSE
policy_2480,M,dependent,19,58,FALSE
policy_2480,M,dependent,17,60,FALSE
policy_2481,F,own,58,86,TRUE
policy_2481,F,own,56,21,TRUE
policy_2481,M,dependent,19,74,FALSE
policy_2481,M,dependent,17,82,FALSE
policy_2482,M,rent,63,45,TRUE
policy_2482,M,rent,40,39,TRUE
policy_2483,M,rent,41,58,TRUE
policy_2483,F,rent,57,78,TRUE
policy_2483,M,dependent,19,57,FALSE
policy_2483,M,dependent,21,48,FALSE
policy_2484,F,rent,49,67,FALSE
policy_2485,M,rent,71,84,FALSE
policy_2485,F,rent,85,58,TRUE
policy_2487,M,rent,63,69,FALSE
policy_2487,F,rent,65,85,FALSE
policy_2487,F,dependent,18,61,FALSE
policy_2487,F,dependent,19,64,FALSE
policy_2488,F,rent,57,79,FALSE
policy_2491,M,rent,53,76,TRUE
policy_2493,F,dependent,17,89,FALSE
policy_2495,M,own,33,47,TRUE
policy_2495,M,dependent,16,62,FALSE
policy_2495,M,dependent,18,81,FALSE
policy_2498,M,own,43,53,FALSE
policy_2498,F,dependent,19,46,FALSE
policy_2501,M,own,44,61,TRUE
policy_2501,F,own,32,87,TRUE
policy_2501,M,dependent,17,54,FALSE
policy_2501,M,dependent,18,89,FALSE
policy_2502,M,rent,68,59,FALSE
policy_2502,F,rent,46,80,FALSE
policy_2504,F,own,33,75,FALSE
policy_2505,F,rent,47,88,TRUE
policy_2506,F,own,55,84,TRUE
policy_2507,M,own,55,12,FALSE
policy_2509,M,own,52,83,FALSE
policy_2509,F,own,41,89,TRUE
policy_2513,F,own,80,77,FALSE
policy_2514,M,own,48,53,FALSE
policy_2518,M,rent,51,51,FALSE
policy_2518,M,dependent,18,78,FALSE
policy_2518,M,dependent,19,73,FALSE
policy_2519,M,rent,62,77,FALSE
policy_2519,F,dependent,20,65,FALSE
policy_2520,M,own,53,48,TRUE
policy_2520,F,own,51,84,FALSE
policy_2520,F,dependent,18,67,FALSE
policy_2521,M,dependent,18,20,FALSE
policy_2522,F,rent,43,82,FALSE
policy_2523,M,rent,47,75,TRUE
policy_2524,M,own,39,98,TRUE
policy_2524,M,dependent,18,77,FALSE
policy_2524,F,dependent,19,74,FALSE
policy_2525,M,rent,39,78,TRUE
policy_2525,F,dependent,18,69,FALSE
policy_2525,M,dependent,18,32,FALSE
policy_2525,M,dependent,17,57,FALSE
policy_2525,F,dependent,17,73,FALSE
policy_2526,F,dependent,19,39,FALSE
policy_2528,M,own,46,60,FALSE
policy_2528,F,own,36,43,TRUE
policy_2528,F,dependent,18,38,FALSE
policy_2529,M,rent,37,79,FALSE
policy_2535,F,own,33,71,TRUE
policy_2535,M,own,45,47,TRUE
policy_2540,M,rent,77,81,FALSE
policy_2542,F,own,60,81,TRUE
policy_2548,M,own,90,86,TRUE
policy_2551,M,rent,53,80,FALSE
policy_2551,F,rent,64,85,TRUE
policy_2552,F,own,34,81,TRUE
policy_2554,M,rent,70,86,TRUE
policy_2554,F,dependent,19,63,FALSE
policy_2554,M,dependent,16,72,FALSE
policy_2556,M,own,54,57,TRUE
policy_2556,F,own,53,81,FALSE
policy_2561,M,own,66,80,TRUE
policy_2561,M,dependent,18,71,FALSE
policy_2561,M,dependent,17,39,FALSE
policy_2562,F,dependent,21,65,TRUE
policy_2564,M,rent,43,88,FALSE
policy_2564,F,rent,42,61,TRUE
policy_2564,M,dependent,18,77,FALSE
policy_2564,F,dependent,18,86,FALSE
policy_2565,M,own,43,89,TRUE
policy_2566,M,rent,65,35,TRUE
policy_2566,F,rent,38,82,TRUE
policy_2571,M,rent,48,81,TRUE
policy_2572,M,rent,31,94,FALSE
policy_2572,F,rent,50,81,TRUE
policy_2572,F,dependent,18,82,FALSE
policy_2572,F,dependent,20,79,FALSE
policy_2575,M,own,51,66,TRUE
policy_2575,F,own,34,81,TRUE
policy_2578,M,rent,62,46,FALSE
policy_2578,M,rent,65,88,FALSE
policy_2578,F,dependent,16,72,FALSE
policy_2579,F,rent,65,87,FALSE
policy_2580,M,rent,51,94,TRUE
policy_2580,M,rent,38,56,TRUE
policy_2580,F,dependent,18,67,FALSE
policy_2580,F,dependent,17,30,FALSE
policy_2580,F,dependent,20,35,FALSE
policy_2581,M,own,48,88,FALSE
policy_2581,F,dependent,18,28,FALSE
policy_2584,M,own,38,73,TRUE
policy_2584,M,dependent,16,72,FALSE
policy_2584,F,dependent,19,78,FALSE
policy_2586,M,rent,44,85,TRUE
policy_2586,F,dependent,18,76,FALSE
policy_2588,M,dependent,16,64,FALSE
policy_2590,M,rent,60,82,TRUE
policy_2590,F,rent,29,74,TRUE
policy_2590,M,dependent,18,81,FALSE
policy_2591,F,rent,55,93,FALSE
policy_2593,M,own,44,97,TRUE
policy_2593,M,dependent,18,44,FALSE
policy_2593,M,dependent,20,48,FALSE
policy_2594,M,own,47,77,TRUE
policy_2594,F,own,54,61,FALSE
policy_2594,F,dependent,17,79,FALSE
policy_2594,F,dependent,20,62,FALSE
policy_2595,M,rent,53,49,FALSE
policy_2596,F,rent,61,91,TRUE
policy_2597,M,own,33,80,TRUE
policy_2597,F,own,48,84,TRUE
policy_2599,M,rent,60,31,TRUE
policy_2599,F,rent,34,92,TRUE
policy_2600,M,own,52,68,TRUE
policy_2600,F,own,56,56,FALSE
policy_2600,M,dependent,18,64,FALSE
policy_2604,M,rent,43,51,FALSE
policy_2604,F,dependent,20,52,FALSE
policy_2604,M,dependent,19,70,FALSE
policy_2605,M,own,45,86,FALSE
policy_2605,M,own,43,94,TRUE
policy_2610,M,own,33,93,TRUE
policy_2610,F,dependent,18,84,FALSE
policy_2612,M,own,50,41,FALSE
policy_2612,F,own,41,82,FALSE
policy_2612,F,dependent,17,82,FALSE
policy_2612,F,dependent,18,86,FALSE
policy_2613,M,rent,40,79,TRUE
policy_2613,F,dependent,17,41,FALSE
policy_2613,F,dependent,19,31,FALSE
policy_2616,M,own,57,74,TRUE
policy_2616,F,dependent,18,52,FALSE
policy_2616,M,dependent,17,85,FALSE
policy_2618,F,own,58,69,FALSE
policy_2618,M,own,55,81,FALSE
policy_2620,F,rent,40,70,TRUE
policy_2621,F,rent,52,84,TRUE
policy_2625,F,rent,42,95,FALSE
policy_2625,F,rent,47,78,TRUE
policy_2627,M,rent,45,75,TRUE
policy_2627,F,dependent,17,64,FALSE
policy_2628,M,own,43,87,FALSE
policy_2628,F,own,34,82,FALSE
policy_2634,M,own,52,41,TRUE
policy_2634,M,own,46,34,TRUE
policy_2635,M,rent,34,47,FALSE
policy_2635,F,rent,63,79,TRUE
policy_2638,M,rent,33,53,TRUE
policy_2639,M,rent,40,86,TRUE
policy_2640,F,rent,53,80,TRUE
policy_2640,F,rent,44,83,TRUE
policy_2641,M,own,59,55,FALSE
policy_2641,M,own,47,70,TRUE
policy_2642,M,own,38,85,TRUE
policy_2642,F,own,56,66,TRUE
policy_2642,M,dependent,17,71,FALSE
policy_2642,M,dependent,18,59,FALSE
policy_2642,F,dependent,18,83,FALSE
policy_2646,M,own,54,90,TRUE
policy_2646,M,dependent,23,52,TRUE
policy_2646,F,dependent,18,68,FALSE
policy_2646,F,dependent,17,69,FALSE
policy_2647,M,rent,35,91,FALSE
policy_2650,F,rent,40,69,TRUE
policy_2650,F,rent,53,63,TRUE
policy_2650,F,dependent,17,68,FALSE
policy_2650,M,dependent,20,52,FALSE
policy_2651,F,rent,31,49,TRUE
policy_2651,M,rent,48,96,TRUE
policy_2653,F,own,35,49,FALSE
policy_2653,F,dependent,17,68,FALSE
policy_2653,F,dependent,21,76,TRUE
policy_2653,F,dependent,17,50,FALSE
policy_2654,M,dependent,20,61,FALSE
policy_2655,M,own,60,68,TRUE
policy_2655,F,dependent,16,70,FALSE
policy_2655,M,dependent,21,80,TRUE
policy_2655,F,dependent,17,46,FALSE
policy_2656,M,own,39,89,FALSE
policy_2656,F,dependent,20,78,FALSE
policy_2657,M,own,56,89,FALSE
policy_2658,M,own,37,66,TRUE
policy_2658,F,own,52,69,TRUE
policy_2658,F,dependent,18,50,FALSE
policy_2659,F,rent,63,88,TRUE
policy_2668,M,own,57,61,FALSE
policy_2668,F,own,50,59,TRUE
policy_2670,M,own,57,82,FALSE
policy_2670,F,own,42,79,TRUE
policy_2670,F,dependent,19,86,FALSE
policy_2670,F,dependent,18,83,FALSE
policy_2670,F,dependent,17,74,FALSE
policy_2672,M,own,55,77,TRUE
policy_2672,F,own,43,86,TRUE
policy_2674,M,rent,66,80,TRUE
policy_2674,F,dependent,17,48,FALSE
policy_2674,F,dependent,18,51,FALSE
policy_2676,M,rent,50,77,TRUE
policy_2676,F,rent,33,92,TRUE
policy_2676,M,dependent,16,84,FALSE
policy_2678,M,own,43,93,TRUE
policy_2681,M,rent,52,89,TRUE
policy_2681,F,rent,67,69,TRUE
policy_2681,F,dependent,17,75,FALSE
policy_2684,F,own,51,74,TRUE
policy_2685,M,rent,52,74,TRUE
policy_2689,M,own,56,66,TRUE
policy_2689,F,own,34,82,FALSE
policy_2689,M,dependent,19,55,FALSE
policy_2690,M,rent,41,86,TRUE
policy_2690,F,dependent,19,78,FALSE
policy_2690,M,dependent,18,65,FALSE
policy_2690,M,dependent,19,51,FALSE
policy_2690,M,dependent,18,89,FALSE
policy_2691,F,rent,61,67,TRUE
policy_2692,M,rent,61,91,FALSE
policy_2697,M,own,46,72,FALSE
policy_2698,F,rent,53,74,TRUE
policy_2698,F,dependent,17,75,FALSE
policy_2698,M,dependent,17,47,FALSE
policy_2699,M,rent,64,8,TRUE
policy_2699,M,dependent,17,76,FALSE
policy_2700,M,dependent,16,65,FALSE
policy_2701,M,rent,60,85,FALSE
policy_2703,F,rent,49,81,FALSE
policy_2707,M,own,59,75,FALSE
policy_2709,M,own,44,91,FALSE
policy_2709,M,own,64,86,TRUE
policy_2715,M,rent,54,83,TRUE
policy_2715,F,rent,37,58,FALSE
policy_2715,F,dependent,19,73,FALSE
policy_2715,F,dependent,19,52,FALSE
policy_2715,M,dependent,17,79,FALSE
policy_2715,F,dependent,17,86,FALSE
policy_2720,F,own,37,81,TRUE
policy_2720,F,dependent,17,45,FALSE
policy_2720,M,dependent,17,72,FALSE
policy_2721,F,own,28,70,TRUE
policy_2726,M,rent,38,94,FALSE
policy_2727,F,rent,42,77,TRUE
policy_2727,F,rent,61,86,FALSE
policy_2727,F,dependent,18,73,FALSE
policy_2727,F,dependent,18,68,FALSE
policy_2727,F,dependent,19,50,FALSE
policy_2728,F,rent,59,85,FALSE
policy_2730,F,rent,38,69,FALSE
policy_2730,F,rent,46,55,TRUE
policy_2730,F,dependent,17,36,FALSE
policy_2730,M,dependent,17,67,FALSE
policy_2730,F,dependent,19,75,FALSE
policy_2732,M,own,37,86,TRUE
policy_2733,F,own,35,85,TRUE
policy_2737,M,rent,48,56,TRUE
policy_2739,M,rent,31,79,FALSE
policy_2739,F,rent,46,71,TRUE
policy_2739,F,dependent,19,53,FALSE
policy_2739,M,dependent,19,57,FALSE
policy_2739,M,dependent,16,41,FALSE
policy_2742,F,own,45,74,TRUE
policy_2743,M,own,51,70,FALSE
policy_2743,F,own,50,79,TRUE
policy_2745,F,rent,62,57,TRUE
policy_2747,M,own,46,71,TRUE
policy_2747,F,own,64,60,FALSE
policy_2748,M,rent,47,54,FALSE
policy_2748,F,dependent,17,61,FALSE
policy_2752,F,rent,57,82,TRUE
policy_2752,F,dependent,18,81,FALSE
policy_2752,F,dependent,19,60,FALSE
policy_2752,F,dependent,18,32,NA
policy_2753,M,own,36,62,FALSE
policy_2753,M,own,45,59,TRUE
policy_2755,F,dependent,17,52,FALSE
policy_2759,F,rent,41,68,TRUE
policy_2762,F,own,63,67,FALSE
policy_2762,F,own,37,83,TRUE
policy_2762,F,dependent,20,78,FALSE
policy_2763,M,rent,46,87,FALSE
policy_2765,F,rent,56,84,TRUE
policy_2766,F,rent,57,98,TRUE
policy_2766,F,rent,86,75,FALSE
policy_2773,F,own,46,79,TRUE
policy_2773,M,own,53,87,TRUE
policy_2773,F,dependent,20,78,FALSE
policy_2774,M,own,90,76,TRUE
policy_2775,M,own,39,63,FALSE
policy_2775,F,own,55,76,TRUE
policy_2775,M,dependent,17,76,FALSE
policy_2778,F,rent,110,83,TRUE
policy_2778,F,rent,46,95,TRUE
policy_2780,M,rent,66,71,FALSE
policy_2781,M,rent,43,71,FALSE
policy_2781,F,rent,41,88,TRUE
policy_2782,F,own,54,76,FALSE
policy_2782,M,own,47,93,FALSE
policy_2782,F,dependent,17,71,FALSE
policy_2782,M,dependent,17,35,FALSE
policy_2787,M,own,37,89,FALSE
policy_2787,F,own,35,77,TRUE
policy_2789,M,own,49,56,TRUE
policy_2789,F,own,55,96,TRUE
policy_2789,F,dependent,18,79,FALSE
policy_2789,M,dependent,17,76,FALSE
policy_2790,F,own,36,88,FALSE
policy_2790,F,own,68,92,FALSE
policy_2793,F,dependent,17,77,FALSE
policy_2795,M,own,30,92,TRUE
policy_2796,M,own,66,86,TRUE
policy_2797,F,own,71,91,FALSE
policy_2797,F,own,57,89,TRUE
policy_2798,M,rent,51,88,TRUE
policy_2798,F,dependent,17,70,FALSE
policy_2798,F,dependent,17,89,FALSE
policy_2801,M,rent,64,82,TRUE
policy_2801,F,rent,53,57,TRUE
policy_2803,M,own,70,80,FALSE
policy_2803,F,dependent,18,78,FALSE
policy_2803,M,dependent,18,55,FALSE
policy_2804,M,own,53,57,TRUE
policy_2804,F,dependent,17,42,FALSE
policy_2804,M,dependent,18,61,FALSE
policy_2805,M,own,50,54,FALSE
policy_2805,F,dependent,16,54,FALSE
policy_2806,M,own,52,75,TRUE
policy_2806,M,dependent,20,71,FALSE
policy_2807,M,own,50,49,TRUE
policy_2807,F,dependent,18,60,FALSE
policy_2807,M,dependent,18,46,FALSE
policy_2808,F,rent,56,45,TRUE
policy_2808,F,rent,59,87,FALSE
policy_2810,M,own,42,63,FALSE
policy_2810,M,own,46,65,TRUE
policy_2810,M,dependent,17,72,FALSE
policy_2810,F,dependent,17,78,FALSE
policy_2810,M,dependent,18,46,FALSE
policy_2810,M,dependent,17,54,FALSE
policy_2813,M,own,54,82,TRUE
policy_2813,F,own,49,87,FALSE
policy_2813,M,dependent,18,6,FALSE
policy_2813,F,dependent,17,31,FALSE
policy_2818,F,rent,48,66,FALSE
policy_2818,F,dependent,20,61,FALSE
policy_2818,F,dependent,20,70,FALSE
policy_2820,M,rent,38,50,FALSE
policy_2820,M,rent,62,27,TRUE
policy_2821,M,rent,36,93,TRUE
policy_2822,M,own,39,87,FALSE
policy_2822,F,dependent,18,79,FALSE
policy_2822,F,dependent,19,45,FALSE
policy_2823,M,rent,64,51,TRUE
policy_2825,F,own,35,81,TRUE
policy_2826,M,own,42,96,FALSE
policy_2828,F,rent,65,65,FALSE
policy_2828,F,dependent,18,59,FALSE
policy_2828,F,dependent,16,73,FALSE
policy_2829,F,own,38,90,FALSE
policy_2831,M,rent,60,94,TRUE
policy_2831,F,rent,32,63,TRUE
policy_2831,F,dependent,19,48,FALSE
policy_2831,M,dependent,18,67,FALSE
policy_2832,M,own,53,78,TRUE
policy_2833,M,rent,49,82,TRUE
policy_2833,M,rent,38,77,TRUE
policy_2833,F,dependent,16,52,FALSE
policy_2835,M,own,45,17,FALSE
policy_2835,M,dependent,18,60,FALSE
policy_2837,M,rent,58,86,FALSE
policy_2837,F,rent,45,86,TRUE
policy_2837,M,dependent,18,57,FALSE
policy_2843,M,rent,68,84,TRUE
policy_2845,M,own,64,87,FALSE
policy_2845,F,own,65,73,TRUE
policy_2845,F,dependent,18,39,FALSE
policy_2846,M,own,38,73,FALSE
policy_2848,M,own,30,83,TRUE
policy_2848,F,own,51,71,FALSE
policy_2849,M,own,61,79,FALSE
policy_2849,F,dependent,17,67,FALSE
policy_2849,M,dependent,18,34,FALSE
policy_2854,F,rent,41,96,TRUE
policy_2854,F,dependent,16,68,FALSE
policy_2855,M,rent,47,77,TRUE
policy_2855,M,dependent,19,49,FALSE
policy_2855,M,dependent,20,81,FALSE
policy_2855,M,dependent,21,64,FALSE
policy_2858,M,own,45,77,FALSE
policy_2859,F,rent,37,68,FALSE
policy_2865,M,rent,54,75,TRUE
policy_2866,F,rent,47,67,FALSE
policy_2866,M,dependent,17,69,FALSE
policy_2868,F,own,45,68,TRUE
policy_2868,F,dependent,17,57,FALSE
policy_2871,M,own,43,69,TRUE
policy_2871,F,own,50,82,FALSE
policy_2876,F,rent,36,87,FALSE
policy_2876,F,rent,52,69,TRUE
policy_2876,M,dependent,17,57,FALSE
policy_2876,M,dependent,17,40,FALSE
policy_2876,M,dependent,19,53,FALSE
policy_2877,M,own,43,79,TRUE
policy_2879,M,rent,41,71,TRUE
policy_2879,F,dependent,18,65,FALSE
policy_2880,M,own,43,66,TRUE
policy_2884,M,own,62,90,FALSE
