"convert_ind","discount","Home_policy_ind","quoted_amt","credit_score","number_drivers","num_loaned_veh","num_owned_veh","num_leased_veh","total_number_veh","Carrier1","Carrier2","Carrier3","Carrier4","Carrier5","Carrier6","Carrier7","Carrier8","Package_high","Package_medium","Package_low","Catzone1","Catzone2","Catzone3","Catzone4","Catzone5","Parking_home","Parking_garage","Parking_street","mean_gender","act_num_drivers","num_liv_own","num_liv_dep","num_liv_rent","mean_age","mean_safe","mean_edu","act_num_leased_veh","act_num_loaned_veh","act_num_owned_veh","act_num_veh","mean_car_age","cv_index"
0,0,0,20494,514,2,1,1,2,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,34,80.5,0,1,2,1,4,4,1
0,0,0,14114,590,1,0,2,2,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,47,92,1,2,3,2,7,4.57142857142857,1
0,1,1,6292,546,3,2,2,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.666666666666667,3,0,1,2,39,68.3333333333333,0.333333333333333,2,0,2,4,6,1
0,0,0,3468,541,5,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.6,5,2,3,0,32.8,57.8,0.4,0,1,2,3,6,1
0,0,0,16518,542,1,3,2,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,17,67,0,0,1,1,2,4,1
0,0,0,3897,739,2,3,2,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,2,2,0,0,52.5,52.5,0.5,0,1,1,2,4,1
0,0,0,1244,709,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,1,26.5,49,0,2,0,2,4,3.75,1
0,0,0,6688,589,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,53,57,0,0,0,1,1,6,1
0,1,1,3963,672,2,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0.5,2,2,0,0,35,78.5,0.5,0,0,1,1,5,1
0,0,0,4429,603,1,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,38,49,1,0,2,1,3,5,1
0,1,1,3584,652,4,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.25,4,2,2,0,28.75,71.5,0.5,1,1,3,5,6.8,1
0,0,0,5799,708,2,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,37,74,0.5,1,2,1,4,4.75,1
0,1,1,4947,633,1,1,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,60,92,1,0,1,1,2,4,1
0,1,0,9747,526,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,48,83,0,1,1,2,4,6.5,1
0,0,0,7745,602,6,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.666666666666667,6,0,4,2,29.6666666666667,58.5,0.166666666666667,1,1,3,5,4.8,1
0,0,0,2774,659,2,1,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,34,60,0.5,2,3,1,6,5,1
0,0,0,2461,648,1,1,3,2,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,47,67,0,0,1,2,3,4.33333333333333,1
0,0,0,1637,797,2,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5,2,2,0,0,65,84.5,0.5,0,2,1,3,5.33333333333333,1
0,0,0,17468,578,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,2,0,0,56,82.5,1,0,1,3,4,3,1
0,0,0,2644,664,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,56,94,0,1,2,1,4,4.25,1
0,0,0,949,694,1,0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,50,67,0,0,2,1,3,5.66666666666667,1
0,0,0,1641,750,2,1,3,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,2,0,0,49,75.5,0.5,0,1,2,3,6.66666666666667,1
0,0,0,10321,551,4,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.25,4,0,3,1,26,59,0,0,2,3,5,5.2,1
0,1,1,3315,667,3,2,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.666666666666667,3,1,2,0,28.6666666666667,64.3333333333333,0.333333333333333,1,1,2,4,5,1
0,1,1,31842,503,3,0,2,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333333333333333,3,2,1,0,46,79.6666666666667,0.333333333333333,0,0,1,1,10,1
0,0,0,1380,748,1,2,2,1,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,19,80,0,0,2,1,3,5,1
0,0,0,10445,535,2,3,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,2,2,0,0,41.5,58.5,0.5,0,1,3,4,6.75,1
0,0,0,15369,501,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,40,63,1,0,2,2,4,5,1
0,0,0,8446,604,1,1,3,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,55,67,0,0,0,2,2,7,1
0,0,0,5473,652,2,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,2,1,1,0,41.5,45,0,0,0,1,1,5,1
0,0,0,3991,653,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,17,56,0,0,1,2,3,7,1
0,1,0,2799,694,1,2,2,0,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,52,74,,0,2,2,4,4.5,1
0,0,0,3521,674,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,49.5,73,0.5,0,3,2,5,3.8,1
0,1,1,1502,703,5,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0.6,5,2,3,0,31.2,71,0.2,0,1,2,3,5.33333333333333,1
0,0,0,20223,556,2,2,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,2,0,0,2,41.5,67,0.5,0,0,2,2,2.5,1
0,0,0,3792,637,2,2,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,2,0,0,57.5,66,0.5,0,0,1,1,4,1
0,1,0,898,749,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,62,86,0,0,0,3,3,4,1
0,0,0,1295,699,3,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.333333333333333,3,0,2,1,26.6666666666667,58.3333333333333,0.333333333333333,1,0,2,3,4,1
0,0,0,6353,555,5,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.6,5,0,4,1,24.4,58,0.2,1,1,1,3,4.33333333333333,1
0,0,0,4223,654,2,2,1,2,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.5,2,0,0,2,60.5,67.5,0,1,0,2,3,4.66666666666667,1
0,0,0,12980,573,2,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,2,2,0,0,51.5,49,0.5,1,1,1,3,7.66666666666667,1
0,0,0,5139,613,2,1,3,0,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,32.5,76,0.5,0,0,1,1,4,1
0,0,0,4479,549,2,1,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,57,59,1,0,1,2,3,3.66666666666667,1
0,1,1,38982,535,1,2,3,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,70,71,1,0,2,2,4,3.25,1
0,0,0,4814,656,3,1,3,0,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333333333333333,3,1,2,0,26.3333333333333,50,0,0,2,1,3,4.66666666666667,1
0,1,1,3878,616,2,2,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,2,2,0,0,40,67.5,1,1,2,2,5,3.4,1
0,0,0,5430,574,2,2,1,2,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,2,2,0,0,60.5,82.5,0.5,0,1,2,3,4,1
0,0,0,16919,525,3,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.666666666666667,3,2,1,0,40.6666666666667,74,0.666666666666667,0,2,2,4,4.75,1
0,1,1,1351,720,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.5,2,1,1,0,29,71.5,0.5,1,3,1,5,5,1
0,0,0,3482,706,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,43,84,0,0,3,1,4,5,1
0,0,0,7648,408,1,1,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,60,5,0,0,1,1,2,5,1
0,1,1,586,748,1,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,61,75,0,0,3,1,4,5,1
0,0,0,4629,629,1,0,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,40,65,1,1,0,2,3,5,1
0,0,0,1414,806,4,1,3,0,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.75,4,0,2,2,34.5,82.5,0.5,1,1,3,5,3.6,1
0,1,1,4836,606,1,3,3,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,41,82,1,1,0,2,3,6.33333333333333,1
0,0,0,5785,642,2,2,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,2,2,0,0,43,59.5,1,0,1,1,2,6.5,1
0,0,0,5503,701,3,2,3,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.666666666666667,3,2,1,0,38,45.6666666666667,0.666666666666667,1,0,2,3,6.33333333333333,1
0,0,0,2165,651,1,2,2,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,27,88,0,1,1,2,4,5.75,1
0,0,0,55037,588,2,3,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.5,2,2,0,0,43,69,0.5,0,1,1,2,6,1
0,1,1,3554,558,1,1,3,1,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,40,95,0,1,2,1,4,4,1
0,0,0,1011,750,1,0,2,2,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,54,90,1,0,1,2,3,6.33333333333333,1
0,1,0,1478,784,5,1,3,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8,5,0,4,1,26.6,64.8,0,0,2,2,4,5,1
0,0,0,462,770,1,1,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,46,70,0,0,3,2,5,4.4,1
0,1,1,9186,567,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,29,78,0,0,1,3,4,5.25,1
0,0,0,1862,790,3,1,2,1,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.666666666666667,3,1,2,0,33,66,0.333333333333333,0,1,3,4,5,1
0,1,1,7394,574,2,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,61.5,66,0.5,0,2,1,3,5.33333333333333,1
0,1,1,1075,829,4,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,4,0,3,1,24.25,59,0.25,1,2,3,6,4.66666666666667,1
0,0,0,4250,674,2,2,2,1,5,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.5,2,2,0,0,49.5,68,1,1,2,2,5,4.4,1
0,0,0,2981,675,2,1,2,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,60,79,0,0,2,3,5,4.2,1
0,1,1,736,796,1,2,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,39,74,1,1,3,2,6,4.5,1
0,0,0,2891,625,3,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.666666666666667,3,2,1,0,38.6666666666667,63,0.333333333333333,0,0,3,3,6,1
0,0,0,3859,652,1,2,2,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,35,92,1,1,0,1,2,4.5,1
0,1,0,4194,615,2,1,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,2,0,0,2,58.5,81,1,0,2,3,5,5,1
0,0,0,7689,552,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,49,88,1,1,1,1,3,7,1
0,0,0,4920,586,3,2,3,1,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.666666666666667,3,2,1,0,41.6666666666667,65.3333333333333,0.333333333333333,2,0,3,5,5,1
0,0,0,4646,641,1,3,1,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,39,63,1,1,2,1,4,4.5,1
0,0,0,14573,496,3,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,3,0,1,2,41.3333333333333,62.6666666666667,0.666666666666667,2,1,1,4,6,1
0,0,0,11926,508,5,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.6,5,2,3,0,28.4,71.6,0.4,1,1,3,5,4.2,1
0,1,1,2019,633,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.666666666666667,3,1,2,0,35,75.3333333333333,0.333333333333333,0,0,2,2,2,1
0,0,0,976,707,4,2,2,1,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,4,0,2,2,35.75,52,0.25,0,2,1,3,4,1
0,1,1,2258,650,1,1,2,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,42,80,1,0,1,2,3,3,1
0,1,1,5638,631,2,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,2,2,0,0,51,74,0.5,0,0,1,1,6,1
0,0,0,4750,716,2,0,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,2,0,0,2,52,88,1,0,0,1,1,4,1
0,0,0,2683,625,1,3,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,38,91,1,0,3,1,4,3.5,1
0,0,0,6152,521,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,2,48.5,64,1,1,1,1,3,4.33333333333333,1
0,0,0,10546,590,2,1,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,34,70.5,0.5,0,3,2,5,6.2,1
0,1,1,8252,480,3,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0,35.6666666666667,71.3333333333333,0.333333333333333,0,3,3,6,7.16666666666667,1
0,0,0,6074,558,3,1,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333333333333333,3,0,2,1,29.6666666666667,83,0.333333333333333,0,0,1,1,2,1
0,1,0,1798,793,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,0,0,56.5,84,1,0,2,1,3,5.66666666666667,1
0,0,0,3345,716,3,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333333333333,3,2,1,0,33,81.3333333333333,0,2,1,3,6,6.83333333333333,1
0,0,0,1167,805,5,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2,5,0,3,2,27.2,61.8,0.4,0,2,1,3,5.66666666666667,1
0,0,0,3707,619,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,27,71,1,0,2,3,5,3.5,1
0,0,0,10246,589,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.2,5,2,3,0,32.6,59.2,0.2,2,0,1,3,7,1
0,0,0,1635,765,1,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,1,1,0,1,0,19,79,0,2,0,1,3,9,1
0,0,0,35063,477,1,1,2,1,4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,59,91,0,0,2,2,4,5.75,1
0,1,0,3304,599,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.5,2,0,0,2,62.5,77.5,1,0,2,2,4,4.75,1
0,0,0,2852,635,1,1,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,47,43,0,0,2,1,3,4,1
0,0,0,4583,613,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,38,72,0,0,3,1,4,3.75,1
0,0,0,10897,504,1,2,2,0,4,0,1,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,20,63,0,0,1,2,3,5,1
0,0,0,3055,636,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,33,69,0,0,1,1,2,8.5,1
0,0,0,14655,514,3,0,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,1,0,35.3333333333333,74,0.666666666666667,0,2,1,3,5.33333333333333,1
0,0,0,15798,494,2,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,2,2,0,0,47.5,80,1,2,2,1,5,4,1
0,1,0,3359,615,3,3,2,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.333333333333333,3,0,1,2,29,70,0.333333333333333,0,2,1,3,7,1
0,0,0,5127,636,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,63,87,1,2,1,2,5,4.4,1
0,0,0,5607,644,1,3,1,2,6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,49,84,1,0,2,1,3,5,1
0,0,0,23110,588,2,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,2,0,0,2,60.5,64.5,0.5,1,1,1,3,3.66666666666667,1
0,1,1,1633,695,1,1,3,1,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,17,75,0,0,1,1,2,4.5,1
0,1,1,5692,682,5,0,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.6,5,2,3,0,23,69.4,0.2,0,1,2,3,6,1
0,0,0,1453,784,1,1,2,2,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,32,91,1,0,1,3,4,4.75,1
0,0,0,4339,666,3,1,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.666666666666667,3,1,2,0,25.3333333333333,63.6666666666667,0,2,1,2,5,4.8,1
0,0,0,2679,647,1,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,18,66,0,0,1,3,4,5.25,1
0,0,0,5483,628,1,2,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,51,89,1,2,1,1,4,4.5,1
0,0,0,13152,528,1,2,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,64,81,0,0,0,2,2,7.5,1
0,0,0,18296,569,2,2,3,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.5,2,0,1,1,32.5,56.5,0.5,1,0,1,2,5.5,1
0,0,0,1896,722,3,2,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.333333333333333,3,2,1,0,37,69,0.666666666666667,0,1,2,3,6.66666666666667,1
0,1,1,3592,639,2,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,58.5,87,1,0,0,1,1,4,1
0,1,1,2240,653,2,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,43.5,85,0.5,0,0,1,1,7,1
0,1,1,1126,752,3,0,3,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.666666666666667,3,0,2,1,35.3333333333333,71.6666666666667,0.333333333333333,0,2,2,4,4.5,1
0,0,0,23667,567,1,1,3,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,17,66,0,0,2,2,4,4.5,1
0,0,0,3331,648,3,0,3,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.666666666666667,3,0,1,2,40.6666666666667,65.6666666666667,0.666666666666667,0,2,3,5,5.2,1
0,0,0,2266,539,1,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,64,79,0,0,1,2,3,5.66666666666667,1
0,0,0,11385,570,3,0,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.666666666666667,3,0,2,1,29.6666666666667,67.6666666666667,0.5,0,0,1,1,3,1
0,1,1,1150,795,1,2,2,2,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,17,77,0,1,1,2,4,5.5,1
0,1,1,2058,672,1,2,2,1,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,70,80,1,0,1,2,3,5.66666666666667,1
0,0,0,6176,609,4,2,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.25,4,0,2,2,36.25,73.75,0,0,0,2,2,5.5,1
0,1,1,1026,803,4,2,3,0,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,4,2,2,0,40.25,64.75,0.5,2,1,3,6,4.66666666666667,1
0,0,0,1212,775,1,2,2,1,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,49,87,1,2,2,1,5,3.4,1
0,0,0,1285,760,1,2,1,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,33,88,0,0,2,2,4,3.25,1
0,0,0,61905,584,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,41,78,1,1,1,1,3,6,1
0,1,1,3016,635,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.5,2,0,0,2,59.5,78,1,1,0,3,4,3.5,1
0,0,0,18676,521,3,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,3,0,2,1,29.6666666666667,76,0.333333333333333,1,1,2,4,4.75,1
0,0,0,2039,719,1,1,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,53,65,1,0,2,1,3,7.33333333333333,1
0,0,0,1783,735,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,2,0,1,1,34,71,0.5,0,0,1,1,6,1
0,0,0,562,766,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,30,62,0,1,2,1,4,5.5,1
0,0,0,4719,628,6,2,1,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.333333333333333,6,2,4,0,32.5,62.1666666666667,0.5,1,1,1,3,5,1
0,0,0,7563,527,6,3,1,2,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.666666666666667,6,2,4,0,30.6666666666667,61.8333333333333,0.333333333333333,0,3,1,4,3.25,1
0,0,0,2072,711,1,0,3,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,58,52,0,0,2,2,4,4.75,1
0,1,1,8496,618,1,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,59,77,1,1,1,1,3,4.33333333333333,1
0,0,0,6603,514,2,1,3,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,2,0,0,2,51.5,45.5,0.5,0,2,1,3,5.66666666666667,1
0,1,0,4006,649,6,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333333333,6,1,5,0,22,70.6666666666667,0.166666666666667,0,2,1,3,6,1
0,0,0,5626,648,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4,5,0,3,2,28.4,70,0.2,0,2,1,3,3.66666666666667,1
0,0,0,12179,504,1,2,3,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,42,75,0,1,1,2,4,4.25,1
0,0,0,3163,685,2,1,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,41.5,77.5,0.5,1,3,1,5,6.4,1
0,0,0,1355,751,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,35,73,0,0,0,2,2,4,1
0,0,0,3398,675,1,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,17,51,0,0,3,2,5,6,1
